Planet_Name,Planet_Radius,Planet_Mass,Orbital_Period,Semi_Major_Axis,Equilibrium_Temp,Planet_Density,Stellar_Temp,Stellar_Luminosity,Stellar_Metallicity,Stellar_Flux,Habitability_Score_Index,Stellar_Compatibility_Index,Orbital_Stability_Factor,StarType_A,StarType_F,StarType_G,StarType_K,StarType_M,Target_Habitable
K2-121 b,7.16,51.0,5.185738,0.054235,716.0,0.7,4526.0,0.9413067829119811,0.04,319.9073933435463,0.0956958182217044,0.705862921711683,0.10103705676802091,False,False,False,True,False,0
K2-131 b,1.69,7.9,0.3693038,0.00936,2223.0,6.840423374999999,5120.0,0.9413067829119811,-0.04,10623.079022047059,0.03178318359284826,0.9082694237321206,0.04577244369825403,False,False,False,True,False,0
K2-136 b,1.014,4.3,7.9752,0.0707,610.0,6.840423374999999,4500.0,0.1673015636398645,-0.02,33.463726028027764,0.3331154794205121,0.6956198224492314,0.12972725276235864,False,False,False,True,False,1
K2-136 c,3.0,18.1,17.30713,0.1185,470.0,3.69,4500.0,0.1673015636398645,-0.02,11.913308076112333,0.3889602809446347,0.6956198224492314,0.13004707940897162,False,False,False,True,False,1
K2-136 d,1.565,3.0,22.733983275,0.1538,420.0,4.3,4500.0,0.1673015636398645,-0.02,7.072435077929834,0.5396585915461533,0.6956198224492314,0.027294345197158787,False,False,False,True,False,1
K2-140 b,13.56286665,295.58041851,6.569188,0.068,962.0,0.66,5585.0,0.9413067829119811,0.1,203.52579089988777,0.0852169205218171,0.9917566090758984,0.012277695694678589,False,False,True,False,False,0
K2-141 b,1.51,4.97,0.2803244,0.00747,2103.0,6.840423374999999,4570.0,0.9413067829119811,0.0,16572.039930916257,0.028506397284671914,0.7230471179519047,0.049814977886418255,False,False,False,True,False,0
K2-141 c,7.0,8.0,7.7485,0.0683,695.0,0.081,4570.0,0.9413067829119811,0.0,201.74217199976448,0.11305721725339084,0.7230471179519047,0.14959570072798223,False,False,False,True,False,1
K2-157 b,0.935,1.14,0.3652575,0.00962,2432.0,6.840423374999999,5334.0,0.9413067829119811,0.02,10062.67379888033,0.034389765967907965,0.9571377102725858,0.02451343393064006,False,False,True,False,False,0
K2-18 b,2.37,8.92,22.733983275,0.1429,284.0,4.11,3457.0,0.9413067829119811,0.12,46.09411313479241,0.29250856787355417,0.30206283443007514,0.12303722081922501,False,False,False,True,False,1
K2-182 b,2.71257333,20.97667486,4.7369696,0.05174,965.8,5.7,5128.0,0.3879984583519935,0.022,144.8821731157638,0.15026539646187317,0.9103839103891423,0.08379164835288463,False,False,False,True,False,1
K2-199 b,1.73,6.9,3.2253993,0.0382,913.0,6.840423374999999,4491.0,0.18499926373938747,-0.01,126.69099856146077,0.17655181192754033,0.6920604304066663,0.14360833406115175,False,False,False,True,False,1
K2-199 c,2.85,12.4,7.3744897,0.0662,694.0,2.9,4491.0,0.18499926373938747,-0.01,42.20412820510546,0.24161747257507132,0.6920604304066663,0.1472792089806629,False,False,False,True,False,1
K2-216 b,1.75,8.0,2.1748,0.028,1103.0,6.840423374999999,4503.0,0.1899984246214733,0.0,242.03620970888315,0.1353268239101908,0.6968047754960348,0.20091780623373254,False,False,False,True,False,1
K2-222 b,2.35,8.7,15.38857,0.1206,871.0,3.68,5942.0,0.9413067829119811,-0.315,64.71526197440154,0.20823928442451153,0.9940409371790152,0.005171225520573619,False,False,False,True,False,1
K2-232 b,11.209,126.49634,11.168454,0.10356,1030.0,1.42,6154.0,1.7300155231477965,0.1,161.296678200966,0.0959089448843163,0.9690714937155115,0.07469706305519419,False,False,False,True,False,0
K2-233 b,1.315,2.4,2.467583,0.03293,1127.0,5.7,4796.0,0.9413067829119811,-0.082,867.2561990792218,0.09321998934104633,0.8071108801280549,0.10400549598634394,False,False,False,True,False,0
K2-233 c,1.272,4.6,7.06024,0.0664,794.0,6.840423374999999,4796.0,0.9413067829119811,-0.082,213.45018614952994,0.1634958824945585,0.8071108801280549,0.10563406253157474,False,False,False,True,False,1
K2-233 d,2.363,10.3,22.733983275,0.1516,525.0,4.3,4796.0,0.9413067829119811,-0.082,40.95565625655821,0.27182632548443053,0.8071108801280549,0.04606047631432406,False,False,False,True,False,1
K2-237 b,16.06246934,434.15360396,2.18053332,0.03552,1759.0,0.577,6180.0,1.9784731875085524,0.337,1566.895990837001,0.03478044755152613,0.9647251855641463,0.0970406846814117,False,False,False,True,False,0
K2-238 b,14.5717,273.3338,3.20466,0.046,1587.0,0.56,5630.0,0.9413067829119811,0.34,444.6418436050926,0.05615473784534782,0.9951442717951107,0.10072381581827682,False,False,True,False,False,0
K2-25 b,3.44,24.5,3.48456408,0.0287,494.0,1.42,3324.375,0.008159997017159271,0.15,9.89462345506708,0.3934535870070053,0.2624121207096917,0.572223087030086,False,False,False,False,True,1
K2-260 b,18.41635529,546.66486004,2.62669762,0.04392,2090.0,0.48,6860.0,1.9784731875085524,0.334,1025.1334880796642,0.03650057317683621,0.7709275421495407,0.21112624336433836,False,False,False,True,False,0
K2-261 b,9.26982704,68.96876432,11.6334681,0.1086,1036.0,0.473,5490.0,1.9784731875085524,0.372,167.73886367639673,0.10013949878387254,0.9817368304265364,0.10116257008064974,False,False,False,True,False,1
K2-263 b,2.41,14.9,22.733983275,0.16794,470.0,5.8,5368.0,0.9413067829119811,-0.08,33.37394088269226,0.2959896474848872,0.9633335558520045,0.08727141613127988,False,False,False,True,False,1
K2-265 b,1.70824866,7.3418362,2.36902,0.03359,1366.0,6.840423374999999,5420.0,0.6570070049599265,0.033,581.7886551358564,0.09592146016822549,0.9719208684563564,0.044219085602095365,False,False,False,True,False,0
K2-266 b,3.3,11.26782377,0.658524,0.01306,1515.0,1.42,4285.0,0.15020002328660653,-0.12,875.4772182829372,0.06973099893189419,0.6093611155535592,0.11957524530563746,False,False,False,True,False,0
K2-266 c,0.705,0.29013072,7.814,0.0679,664.5,1.42,4285.0,0.15020002328660653,-0.12,32.57138777220124,0.3100066260755454,0.6093611155535592,0.1645197975613269,False,False,False,True,False,1
K2-266 d,2.93,8.9,14.697,0.1035,538.3,2.03,4285.0,0.15020002328660653,-0.12,14.02002410908049,0.3614879686259772,0.6093611155535592,0.16433250477930492,False,False,False,True,False,1
K2-266 e,2.73,14.3,19.482,0.1249,490.1,2.21,4285.0,0.15020002328660653,-0.12,9.627583296633137,0.4211478326470108,0.6093611155535592,0.1643291010575929,False,False,False,True,False,1
K2-27 b,4.74,30.2,6.771347,0.054235,836.0,1.71,5246.0,0.9413067829119811,0.12,319.9073933435463,0.10362745906286298,0.9390427982963145,0.33187867512878644,False,False,False,True,False,1
K2-280 b,7.5,37.1,19.89526,0.1461,787.0,0.48,5500.0,0.9413067829119811,0.33,44.09713869169192,0.17748787876759925,0.9829724140774105,0.0216247490115065,False,False,False,True,False,1
K2-285 b,2.59,9.68,3.471745,0.03817,1088.9,3.07,4975.0,0.9413067829119811,0.0,645.6377057604565,0.08966195425513822,0.8665019764346735,0.20778922527061203,False,False,False,True,False,0
K2-285 c,3.53,15.68,7.138048,0.0824,741.4,1.95,4975.0,0.9413067829119811,0.0,138.61582251647548,0.15238953944911882,0.8665019764346735,0.1654430824815893,False,False,False,True,False,1
K2-285 d,2.48,6.5,10.45582,0.1178,619.9,1.42,4975.0,0.9413067829119811,0.0,67.82804693756242,0.2196341778981851,0.8665019764346735,0.29963607311757817,False,False,False,True,False,1
K2-285 e,1.95,10.7,14.76289,0.16794,500.9,1.42,4975.0,0.9413067829119811,0.0,33.37394088269226,0.3065276993862186,0.8665019764346735,0.4621260487982032,False,False,False,True,False,1
K2-287 b,9.494023,100.11645,14.893291,0.1206,804.0,1.42,5695.0,0.9413067829119811,0.2,64.71526197440154,0.1451723343812543,0.9984702823237644,0.023227419194764835,False,False,False,True,False,1
K2-29 b,13.33871,232.0159,3.2588321,0.04217,1171.0,0.53,5358.0,0.9413067829119811,0.16,529.029435480248,0.059229632434782124,0.9615583782382694,0.025601322156589387,False,False,True,False,False,0
K2-290 b,3.06,10.9,9.21165,0.0923,1230.0,4.1,6302.0,0.9413067829119811,-0.06,110.47825636357229,0.14968036519990957,0.9408073504510259,0.0919803916897219,False,False,False,True,False,1
K2-290 c,11.276254,246.00042,22.733983275,0.16794,676.0,1.01,6302.0,0.9413067829119811,-0.06,33.37394088269226,0.17825295981350564,0.9408073504510259,0.08727141613127988,False,False,False,True,False,1
K2-292 b,2.63,24.5,16.9841,0.13,795.0,6.840423374999999,5725.0,0.9413067829119811,0.07,55.69533062611567,0.21783786251491716,0.9993759725639371,0.006922253640951523,False,False,True,False,False,1
K2-295 b,10.054473,106.47305,4.024867,0.0451,852.0,0.612,4444.0,0.9413067829119811,0.14,462.5563426774222,0.07333517805878935,0.6733723126280586,0.1206462052774195,False,False,False,True,False,0
K2-3 b,2.078,5.11,10.0546535,0.0747,501.3,3.11,3844.0,0.05870025663924669,-0.157,10.517704720627455,0.43504609227952423,0.4355305995084893,0.25912404133475,False,False,False,False,True,1
K2-3 c,1.582,2.68,22.733983275,0.1357,371.8,3.7,3844.0,0.05870025663924669,-0.157,3.187547908811913,0.686095723427771,0.4355305995084893,0.19036940450734113,False,False,False,False,True,1
K2-3 d,1.458,2.2,22.733983275,0.16794,305.2,1.42,3844.0,0.05870025663924669,-0.157,2.081211917773112,0.800434799436924,0.4355305995084893,0.08727141613127988,False,False,False,False,True,1
K2-30 b,11.646151,184.02357,4.098503,0.04839,1092.0,0.64,5425.0,0.5540003001200583,-0.15,236.49029641996069,0.08222421170790682,0.9726889893102255,0.04542274450762759,False,False,True,False,False,0
K2-32 b,5.299,15.0,8.992,0.0795,837.0,0.55,5271.0,0.9413067829119811,-0.06,148.91149423167587,0.12944177817496033,0.9444788359194438,0.08128325244454515,False,False,False,True,False,1
K2-32 c,3.134,8.1,20.66093,0.13843,634.0,1.43,5271.0,0.9413067829119811,-0.06,49.11883838796949,0.2293295549454973,0.9444788359194438,0.08140064601162493,False,False,False,True,False,1
K2-32 d,3.484,6.7,22.733983275,0.16794,550.0,0.87,5271.0,0.9413067829119811,-0.06,33.37394088269226,0.2612850184163109,0.9444788359194438,0.08727141613127988,False,False,False,True,False,1
K2-32 e,1.212,2.1,4.34934,0.04899,1066.0,6.3,5271.0,0.9413067829119811,-0.06,392.0445242886476,0.12508703907729404,0.9444788359194438,0.08071791269265834,False,False,False,True,False,1
K2-329 b,8.675766,82.6358,12.4551225,0.1016,650.0,0.694,5282.0,0.4729987575981305,0.098,45.81740771576186,0.17568268982087035,0.9467973291946644,0.044793853523559496,False,False,False,True,False,1
K2-36 b,1.43,4.3,1.422614,0.02288,1328.0,6.840423374999999,4916.0,0.9413067829119811,0.07,1794.6936762565645,0.06887593864571603,0.8477912093554948,0.095524870469731,False,False,False,True,False,0
K2-36 c,3.2,7.9,5.340888,0.05528,854.0,1.3,4916.0,0.9413067829119811,0.07,307.93072531507335,0.1158515882671664,0.8477912093554948,0.10180549370449969,False,False,False,True,False,1
K2-37 d,2.31,12.5,14.09229,0.054235,646.0,4.7,5352.0,0.9413067829119811,-0.08,319.9073933435463,0.1324268231340952,0.9604743518934166,0.9675215448438306,False,False,False,True,False,1
K2-38 b,1.54,7.3,4.01593,0.04994,1266.0,6.840423374999999,5731.0,1.0900087895662276,0.26,436.87664000413776,0.11005640494984742,0.999509231577349,0.012849077412251143,False,False,True,False,False,1
K2-38 c,2.29,8.3,10.56103,0.09514,916.0,3.8,5731.0,1.0900087895662276,0.26,120.40810701536908,0.16857925648761965,0.999509231577349,0.012842202452132308,False,False,True,False,False,1
K2-415 b,1.015,7.5,4.0179694,0.027,412.4,1.42,3324.375,0.0035100233050130276,-0.13,4.8082511027575725,0.6550462545699693,0.2624121207096917,0.7707933403009756,False,False,False,False,True,1
K2-416 b,2.66,733.625075,13.102,0.088,447.0,1.42,3746.0,0.05369947008092392,0.07,6.933437066613806,0.4761577855396844,0.39949225971730873,0.27574728403377696,False,False,False,False,True,1
K2-417 b,3.31,699.2224954,6.535,0.063,558.0,1.42,3861.0,0.0628000515164576,0.07,15.818652774926344,0.33492524135037155,0.441913109973466,0.10691025205689661,False,False,False,False,True,1
K2-419 A b,10.55,196.0,20.35847252,0.1208,377.0,0.916,3711.0,0.05290052717796107,-0.11,3.6249028465798165,0.4017834809215105,0.3869568851654052,0.24600259742067399,False,False,False,True,False,1
K2-55 b,4.43,44.0,2.849271,0.054235,900.0,2.8,4300.0,0.9413067829119811,0.376,319.9073933435463,0.1036323851774184,0.6154258025430562,0.4141870356685727,False,False,False,True,False,1
K2-60 b,7.655747,135.39558,3.00265,0.045,1400.0,1.7,5500.0,0.9413067829119811,0.01,464.6134170345415,0.06970436856706287,0.9829724140774105,0.12816938968567665,False,False,True,False,False,0
K2-66 b,2.49,21.3,5.06963,0.05983,1372.0,6.840423374999999,5887.0,0.9413067829119811,-0.047,262.88867380587277,0.11465053080033755,0.9973632600990943,0.04575954814365587,False,False,False,True,False,1
K2-73 b,2.58,9.2,7.49556,0.054235,968.0,2.8,5867.0,0.9413067829119811,0.04,319.9073933435463,0.11688085017821638,0.9982413260603399,0.4199049353854812,False,False,False,True,False,1
K2-79 b,4.09,9.2,10.9947,0.0988,1022.0,0.73,5897.0,0.9413067829119811,0.035,96.42126178619087,0.15250352500420122,0.9968580573761414,0.027055568817060213,False,False,False,True,False,1
K2-85 b,1.4,3.2,0.68453862616,0.054235,1355.0,5.9,4232.0,0.9413067829119811,0.14,319.9073933435463,0.12211002371317667,0.5879361714750423,1.5511362532188213,False,False,False,True,False,1
K2-97 b,13.45077684,174.48779544,8.407115,0.0854,1566.0,0.392,4673.0,1.9784731875085524,0.328,271.2407168897518,0.06810455458980016,0.7623580979346086,0.07013785419988813,False,False,False,True,False,0
K2-98 b,5.06645928,34.00763955,10.1367349,0.0986,1185.0,1.4,6260.0,1.9784731875085524,-0.044,203.48465770799766,0.10803419430520048,0.9496825049564834,0.09490434727144839,False,False,False,True,False,1
K2-99 b,11.88151954,276.51071409,18.24783,0.153,1184.0,1.42,6069.0,1.9784731875085524,0.2,84.51401911612783,0.11242340890914883,0.9813579531380127,0.15677956761370893,False,False,False,True,False,1
KELT-10 b,15.681391,215.80657,4.1662739,0.0525,1377.0,0.308,5948.0,1.6499850149526085,0.09,598.4169063206488,0.05172521791482515,0.9935983561703439,0.04582857353914955,False,False,True,False,False,0
KELT-11 b,15.13212395,65.15482343,4.73620865,0.0623,1712.0,1.42,5375.0,0.9413067829119811,0.17,242.4617385388472,0.06644210807715457,0.9645526223828957,0.15700006637842603,False,False,False,True,False,0
KELT-12 b,19.95202,301.9385,5.031623,0.06708,1800.0,0.209,6279.0,1.9784731875085524,0.19,439.5897487811195,0.049260320229050567,0.9457490688802636,0.2006973819725212,False,False,False,True,False,0
KELT-14 b,19.537287,408.09372,1.7100566,0.03005,1970.0,0.322,5720.0,0.9413067829119811,0.32,1041.2656855616892,0.0362587094047846,0.9992527237944845,0.08903580889875862,False,False,True,False,False,0
KELT-16 b,15.860735,733.625075,0.9689951,0.02044,2453.0,1.2,6236.0,1.9784731875085524,-0.002,4724.2202065851825,0.021932676250706534,0.9544555343113368,0.07437499263834532,False,True,False,False,False,0
KELT-17 b,17.093725,416.3573,3.0801716,0.04881,2087.0,0.46,7454.0,1.9784731875085524,-0.018,830.0997830418919,0.04010629730072504,0.5356807618618826,0.2112115191394743,True,False,False,False,False,0
KELT-18 b,17.59813,375.0394,2.8717518,0.0455,2085.0,0.377,6670.0,1.9784731875085524,0.09,955.2073325327952,0.03793625558524119,0.8379354398478321,0.18053787602656832,False,True,False,False,False,0
KELT-21 b,17.777474,733.625075,3.6127647,0.05224,2051.0,1.24,7525.375,1.9784731875085524,-0.405,724.7107811717229,0.041656601548135656,0.50736966431232,0.16212981087520878,True,False,False,False,False,0
KELT-23 A b,14.829507,298.12454,2.255251,0.03302,1561.0,0.503,5899.0,1.0810107182102053,-0.105,990.5530201856443,0.042978779420743136,0.9967517315208344,0.02422417647974766,False,False,True,False,False,0
KELT-24 b,12.71098411,733.625075,5.55149296,0.0665,1391.0,3.9,6426.0,1.9784731875085524,0.138,447.28947889188987,0.06066453433193586,0.9109092522690462,0.10442419731492565,False,False,False,True,False,0
KELT-4 A b,19.044091,286.68266,2.9895932,0.04317,1823.0,0.228,6206.0,1.9784731875085524,-0.116,1061.0432813965956,0.03714969221032096,0.9601098676925642,0.07843262786428656,False,True,False,False,False,0
KOI-1257 b,10.54,460.83,22.733983275,0.16794,511.0,2.1,5520.0,0.9413067829119811,0.27,33.37394088269226,0.19371660699060253,0.9853168641979192,0.08727141613127988,False,False,True,False,False,1
KOI-13 b,16.948008,733.625075,1.763588,0.03641,2550.0,3.6,7525.375,0.9413067829119811,0.2,709.5162630251838,0.03992944453957681,0.50736966431232,0.30671404663207974,False,False,False,True,False,0
KOI-134 b,12.03844527,346.43296363,22.733983275,0.16794,659.0,1.42,6160.0,1.9784731875085524,0.427,70.14657537432869,0.13790633888684364,0.9680925802201417,0.08727141613127988,False,True,False,False,False,1
KOI-1831 d,1.13,2.23,22.733983275,0.054235,475.0,6.840423374999999,5233.0,0.9413067829119811,0.07,319.9073933435463,0.16408398824331222,0.9361256635790415,1.3827299153624846,False,False,False,True,False,1
KOI-1833 d,2.58,11.02,7.685,0.054235,613.0,4.5,4413.0,0.9413067829119811,0.07,319.9073933435463,0.13056646461401622,0.6609679020445866,0.4415344108616653,False,False,False,True,False,1
KOI-3503 b,1.19,9.2,21.185,0.054235,785.0,6.840423374999999,6001.0,0.9413067829119811,0.07,319.9073933435463,0.14510631224760487,0.9890099478773903,1.3214527674481458,False,False,False,True,False,1
KOI-3503 c,1.21,10.36,22.733983275,0.054235,686.0,6.840423374999999,6001.0,0.9413067829119811,0.07,319.9073933435463,0.14941143622299594,0.9890099478773903,1.3827299153624846,False,False,False,True,False,1
KOI-3680 b,11.09691,613.4119,22.733983275,0.16794,347.0,2.46,5830.0,0.9413067829119811,0.16,33.37394088269226,0.20587407366480506,0.9993992916086847,0.08727141613127988,False,False,False,True,False,1
KOI-4777.01,0.51,99.2,0.412,0.008,1180.0,1.42,3515.0,0.9413067829119811,0.1,14481.64281403048,0.03320223170887289,0.3204472651235654,0.17692757063409584,False,False,False,True,False,0
KOI-94 b,1.71,10.5,3.743208,0.05119,1486.0,6.840423374999999,6182.0,1.9784731875085524,0.0228,754.7345068600716,0.0859139009166553,0.9643796614552418,0.10535809977287142,False,False,False,True,False,0
KOI-94 c,4.32,15.6,10.423648,0.1013,1012.0,0.91,6182.0,1.9784731875085524,0.0228,192.7830995098315,0.11979458776162236,0.9643796614552418,0.10585398222545432,False,False,False,True,False,1
KOI-94 d,11.27,106.0,22.342989,0.16794,806.0,0.363,6182.0,1.9784731875085524,0.0228,70.14657537432869,0.13411855425508104,0.9643796614552418,0.10233598824823258,False,False,False,True,False,1
KOI-94 e,6.56,35.0,22.733983275,0.16794,584.0,0.6,6182.0,1.9784731875085524,0.0228,70.14657537432869,0.169992618908118,0.9643796614552418,0.08727141613127988,False,False,False,True,False,1
KPS-1 b,11.54527,346.4347,1.706291,0.0269,1459.0,1.31,5165.0,0.9413067829119811,0.22,1299.052984242532,0.0432430351002161,0.9198872026948478,0.047369471358389606,False,False,False,True,False,0
Kepler-10 b,1.47,3.24,0.8374907,0.01685,2188.0,5.54,5708.0,0.9413067829119811,-0.15,3303.7291997367042,0.048487858220997694,0.9989117037354971,0.03416572135428441,False,False,False,True,False,0
Kepler-10 c,2.355,11.29,22.733983275,0.16794,579.0,4.75,5708.0,0.9413067829119811,-0.15,33.37394088269226,0.2845643617511474,0.9989117037354971,0.08727141613127988,False,False,False,True,False,1
Kepler-101 b,5.77,51.1,3.4876812,0.0474,1513.0,1.45,5667.0,0.9413067829119811,0.33,418.77548444317057,0.07663979609124882,0.9972657449033718,0.06676371952766262,False,False,True,False,False,0
Kepler-101 c,1.25,3.78,6.02976,0.0684,1413.0,6.840423374999999,5667.0,0.9413067829119811,0.33,201.15283977809474,0.14387055937432566,0.9972657449033718,0.06951306854949472,False,False,True,False,False,1
Kepler-102 c,0.567,1.7,7.071392,0.06702,777.0,6.840423374999999,4909.0,0.9413067829119811,0.11,209.5200858071233,0.1549236773264525,0.8455114609045353,0.09493292780143114,False,False,False,True,False,1
Kepler-102 d,1.154,3.0,10.311767,0.08618,686.0,6.840423374999999,4909.0,0.9413067829119811,0.11,126.72425229083176,0.20486518017016997,0.8455114609045353,0.09513280588339881,False,False,False,True,False,1
Kepler-102 e,2.17,4.7,16.1456994,0.1162,590.0,2.5,4909.0,0.9413067829119811,0.11,69.708665563144,0.22706595242251515,0.8455114609045353,0.09526037787857675,False,False,False,True,False,1
Kepler-102 f,0.861,4.3,22.733983275,0.1656,495.0,6.840423374999999,4909.0,0.9413067829119811,0.11,34.32374658558964,0.33778231684183185,0.8455114609045353,0.06899390811789358,False,False,False,True,False,1
Kepler-107 b,1.536,3.8,3.1800218,0.04544,1592.0,5.8,5854.0,0.9413067829119811,0.321,455.6635197785398,0.10190441938140019,0.9987172678495435,0.0915476620353452,False,False,False,True,False,1
Kepler-107 c,1.597,10.0,4.901452,0.06064,1378.0,6.840423374999999,5854.0,0.9413067829119811,0.321,255.91439457718263,0.12750161820554737,0.9987172678495435,0.09234681222079748,False,False,False,True,False,1
Kepler-107 e,2.903,14.1,14.749143,0.12638,955.0,3.18,5854.0,0.9413067829119811,0.321,58.931472908081844,0.19936669734231133,0.9987172678495435,0.09263077509331658,False,False,False,True,False,1
Kepler-109 b,2.49,4.9,6.4816307,0.0701,1276.0,1.7,5950.0,0.9413067829119811,-0.02,191.51675844240017,0.12991239407444585,0.9934473406976726,0.03884794831390634,False,False,False,True,False,1
Kepler-109 c,2.65,8.2,21.22265,0.1546,859.0,2.4,5950.0,0.9413067829119811,-0.02,39.38166186286014,0.23886214876925535,0.9934473406976726,0.03919859249042937,False,False,False,True,False,1
Kepler-111 c,7.0840758,222.4798849,22.733983275,0.16794,352.2,3.42,5914.0,1.4399917369273318,0.237,51.05476766151371,0.20449936878748498,0.9958982131800524,0.08727141613127988,False,False,False,True,False,1
Kepler-117 b,8.059,29.875,18.7959228,0.1445,984.0,0.3,6150.0,0.9413067829119811,-0.04,45.07904377908321,0.16310622958448998,0.9697160328339264,0.056636634594976774,False,True,False,False,False,1
Kepler-117 c,12.341,584.78,22.733983275,0.16794,704.0,1.74,6150.0,0.9413067829119811,-0.04,33.37394088269226,0.17173192215411234,0.9697160328339264,0.08727141613127988,False,True,False,False,False,1
Kepler-12 b,19.660586,137.30256,4.4379629,0.0553,1480.0,0.11,5947.0,0.9413067829119811,0.07,307.70810368834555,0.058898357383103846,0.99367321006597,0.05861725207857366,False,False,False,True,False,0
Kepler-138 b,0.64,0.07,10.3134,0.0753,452.0,1.7,3841.0,0.05600025440780012,-0.18,9.87468977000896,0.48164087295005614,0.4344080892434147,0.2707667150714996,False,False,False,True,False,1
Kepler-138 c,1.51,2.3,13.7815,0.0913,410.0,3.6,3841.0,0.05600025440780012,-0.18,6.717324790510396,0.5544071859898209,0.4344080892434147,0.27173486224718,False,False,False,True,False,1
Kepler-138 d,1.51,2.1,22.733983275,0.1288,345.0,3.6,3841.0,0.05600025440780012,-0.18,3.3754532373945545,0.6920338407943242,0.4344080892434147,0.2583319163067768,False,False,False,True,False,1
Kepler-1514 b,12.419572,733.625075,22.733983275,0.16794,387.9,4.82,6145.0,1.9784731875085524,0.119,70.14657537432869,0.15283956316764719,0.9705126044352496,0.08727141613127988,False,False,False,True,False,1
Kepler-1654 b,9.180171,158.915,22.733983275,0.16794,206.0,1.2,5597.0,1.230013845359849,-0.088,43.61002183893865,0.19439313176408204,0.9927462144018447,0.08727141613127988,False,False,True,False,False,1
Kepler-1655 b,2.213,5.4,11.8728787,0.1029,938.0,2.72,6148.0,0.9413067829119811,-0.24,88.89133416422455,0.18669004093004765,0.9700358763680561,0.013302113923427231,False,False,False,True,False,1
Kepler-1661 b,3.87,17.0,22.733983275,0.16794,243.0,1.6,5100.0,0.9413067829119811,-0.12,33.37394088269226,0.27964978140707736,0.902892301608292,0.08727141613127988,False,False,False,True,False,1
Kepler-167 e,10.16,321.00669107,22.733983275,0.16794,134.4,1.68,4884.0,0.289001435534947,0.02,10.246517925557544,0.27270578901010495,0.8372705692311392,0.08727141613127988,False,False,False,True,False,1
Kepler-17 b,14.68,733.625075,1.4857108,0.02591,1570.0,1.35,5781.0,1.0271644970160336,0.26,1527.7726708373987,0.03726055036404626,0.999998000002,0.020505308307935628,False,False,False,True,False,0
Kepler-1704 b,11.94877343,733.625075,22.733983275,0.16794,253.8,4.07,5746.0,1.9784731875085524,0.196,70.14657537432869,0.15963201314362488,0.9997724703332461,0.08727141613127988,False,False,False,True,False,1
Kepler-1876 b,0.853,2.4,6.99205,0.0758,1299.0,6.840423374999999,6104.0,0.9413067829119811,0.01,163.80124436400766,0.1594677589818763,0.9766598073168267,0.07479157176932458,False,False,False,True,False,1
Kepler-19 b,2.209,6.1,9.28699,0.0846,851.0,3.1,5541.0,0.9413067829119811,-0.13,131.50122139096936,0.1681859518017805,0.9875955770542789,0.028412996753035324,False,False,False,True,False,1
Kepler-20 b,1.773,9.7,3.6961049,0.04565,1187.0,6.840423374999999,5495.0,0.9413067829119811,0.07,451.4828646685816,0.10757536191494478,0.9823598855305323,0.031664890213376595,False,False,False,True,False,1
Kepler-20 c,2.894,11.1,10.8540774,0.0936,828.0,2.51,5495.0,0.9413067829119811,0.07,107.43107511469822,0.16972905362365961,0.9823598855305323,0.03214005579939596,False,False,False,True,False,1
Kepler-20 d,2.606,13.4,22.733983275,0.16794,430.0,4.1,5495.0,0.9413067829119811,0.07,33.37394088269226,0.295824628275829,0.9823598855305323,0.08727141613127988,False,False,False,True,False,1
Kepler-20 e,0.821,0.76,6.0984882,0.0637,1004.0,6.840423374999999,5495.0,0.9413067829119811,0.07,231.923793862547,0.15112852338135752,0.9823598855305323,0.03272369569180933,False,False,False,True,False,1
Kepler-20 f,0.952,1.4,19.578328,0.1387,681.0,6.840423374999999,5495.0,0.9413067829119811,0.07,48.927800329023505,0.28531490936738535,0.9823598855305323,0.0321297610540874,False,False,False,True,False,1
Kepler-21 b,1.639,7.5,2.7858212,0.0434,2015.0,6.840423374999999,6305.0,0.9413067829119811,-0.03,499.48358391984397,0.09115624700278058,0.9401483889839362,0.14562157548820392,False,False,False,True,False,0
Kepler-22 b,2.1,9.1,22.733983275,0.16794,279.0,5.2,5596.0,0.9413067829119811,-0.255,33.37394088269226,0.3330479033263423,0.9926661361037511,0.08727141613127988,False,False,False,True,False,1
Kepler-278 b,3.955,56.0,22.733983275,0.16794,586.0,5.0,4965.0,1.9784731875085524,0.22,70.14657537432869,0.19554998832036832,0.8633958521161437,0.08727141613127988,False,False,False,True,False,1
Kepler-278 c,3.268,34.9,22.733983275,0.16794,492.0,5.5,4965.0,1.9784731875085524,0.22,70.14657537432869,0.21346982154047983,0.8633958521161437,0.08727141613127988,False,False,False,True,False,1
Kepler-323 b,1.381,3.9,1.678328,0.02778,1838.0,6.840423374999999,6004.0,0.9413067829119811,-0.14,1218.1599419821778,0.07200561734473096,0.9887139485364371,0.006326149829022712,False,False,False,True,False,0
Kepler-323 c,1.57,6.8,3.5538229,0.0458,1431.0,6.840423374999999,6004.0,0.9413067829119811,-0.14,448.53180293522524,0.1050761981626011,0.9887139485364371,0.006319060005300585,False,False,False,True,False,1
Kepler-37 c,0.755,1.3,21.301848,0.139,615.0,6.840423374999999,5357.0,0.9413067829119811,-0.36,48.71684002235694,0.28053497441969466,0.961378690452707,0.10257569525892524,False,False,False,True,False,1
