planet_name,host_star_name,_habitability_prob,_predicted_habitable,_habitability_rank,habitable_binary
HD 96992 b,HD 96992,7.434246e-05,0,491,0
Kepler-1442 b,Kepler-1442,7.434246e-05,0,502,0
Kepler-1672 b,Kepler-1672,7.434246e-05,0,508,0
HD 29021 b,HD 29021,7.434246e-05,0,478,0
BD+03 2562 b,BD+03 2562,7.434246e-05,0,444,0
HR 8799 d,HR 8799,7.434246e-05,0,493,0
HD 66141 b,HD 66141,7.434246e-05,0,487,0
TOI-561 e,TOI-561,7.434246e-05,0,518,0
HD 220197 b,HD 220197,7.434246e-05,0,472,0
HD 82886 b,HD 82886,7.434246e-05,0,489,0
HD 190984 b,HD 190984,7.434246e-05,0,468,0
gam Psc b,gam Psc,7.434246e-05,0,522,0
Kepler-35 b,Kepler-35,7.434246e-05,0,513,0
gam Lib b,gam Lib,7.434246e-05,0,521,0
HD 24064 b,HD 24064,7.434246e-05,0,477,0
Kepler-1151 b,Kepler-1151,7.434246e-05,0,499,0
HD 37124 b,HD 37124,7.434246e-05,0,479,0
Kepler-1227 b,Kepler-1227,7.434246e-05,0,500,0
bet Cnc b,bet Cnc,7.434246e-05,0,520,0
Kepler-1333 b,Kepler-1333,7.434246e-05,0,501,0
HD 1690 b,HD 1690,7.434246e-05,0,464,0
Kepler-16 b,Kepler-16,7.434246e-05,0,507,0
HD 155358 c,HD 155358,7.434246e-05,0,462,0
Kepler-1129 c,Kepler-1129,7.434246e-05,0,498,0
HD 152581 b,HD 152581,7.434246e-05,0,460,0
HD 81688 b,HD 81688,7.434246e-05,0,488,0
Kepler-1475 b,Kepler-1475,7.434246e-05,0,503,0
HD 233604 b,HD 233604,7.434246e-05,0,475,0
HD 171028 b,HD 171028,7.434246e-05,0,465,0
HD 4760 b,HD 4760,7.434246e-05,0,482,0
HD 96063 b,HD 96063,7.434246e-05,0,490,0
Kepler-1093 c,Kepler-1093,7.434246e-05,0,497,0
Kepler-215 e,Kepler-215,7.434246e-05,0,510,0
gam1 Leo b,gam1 Leo,7.434246e-05,0,523,0
Kepler-937 c,Kepler-937,7.434246e-05,0,516,0
HD 155358 b,HD 155358,7.434246e-05,0,461,0
HD 19615 b,HD 19615,7.434246e-05,0,469,0
Kepler-966 b,Kepler-966,7.434246e-05,0,517,0
HD 133131 A c,HD 133131 A,7.434246e-05,0,459,0
KOI-351 e,KOI-351,7.434246e-05,0,495,0
HD 133131 A b,HD 133131 A,7.434246e-05,0,458,0
HD 167677 b,HD 167677,7.434246e-05,0,463,0
Kepler-1718 b,Kepler-1718,7.434246e-05,0,509,0
HD 13189 b,HD 13189,7.434246e-05,0,457,0
KOI-351 g,KOI-351,7.434246e-05,0,496,0
Kepler-460 c,KIC 5437945,7.434246e-05,0,515,0
TYC 0434-04538-1 b,TYC 0434-04538-1,7.434246e-05,0,519,0
HD 5583 b,HD 5583,7.434246e-05,0,483,0
HD 20794 f,HD 20794,7.434246e-05,0,471,0
BD+20 274 b,BD+20 274,7.434246e-05,0,447,0
Kepler-2000 c,Kepler-2000,7.2293005e-05,0,525,0
TOI-269 b,TOI-269,7.18748e-05,0,526,0
Kepler-1928 b,Kepler-1928,7.081611e-05,0,527,0
Kepler-251 b,Kepler-251,7.054234e-05,0,528,0
LTT 3780 b,LTT 3780,7.039691e-05,0,529,0
Kepler-173 b,Kepler-173,7.016328e-05,0,541,0
HD 260655 b,HD 260655,7.016328e-05,0,530,0
Kepler-1699 b,Kepler-1699,7.016328e-05,0,540,0
Kepler-1940 b,Kepler-1940,7.016328e-05,0,542,0
Kepler-162 b,Kepler-162,7.016328e-05,0,539,0
Kepler-286 c,Kepler-286,7.016328e-05,0,544,0
Kepler-197 c,Kepler-197,7.016328e-05,0,543,0
Kepler-62 b,Kepler-62,7.016328e-05,0,545,0
Kepler-1531 b,Kepler-1531,7.016328e-05,0,538,0
Kepler-1487 b,Kepler-1487,7.016328e-05,0,537,0
Kepler-1471 b,Kepler-1471,7.016328e-05,0,536,0
Kepler-915 b,Kepler-915,7.016328e-05,0,546,0
Kepler-1310 b,Kepler-1310,7.016328e-05,0,534,0
Kepler-1283 b,Kepler-1283,7.016328e-05,0,533,0
Kepler-1436 b,Kepler-1436,7.016328e-05,0,535,0
Kepler-1003 b,Kepler-1003,7.016328e-05,0,531,0
Kepler-1252 b,Kepler-1252,7.016328e-05,0,532,0
GJ 15 A c,GJ 15 A,6.969449e-05,0,547,0
GJ 3138 d,GJ 3138,6.969449e-05,0,548,0
HD 95735 c,GJ 411,6.969449e-05,0,549,0
Kepler-1818 b,Kepler-1818,6.878602e-05,0,550,0
GJ 1148 b,GJ 1148,6.852591e-05,0,551,0
Kepler-482 b,Kepler-482,6.7107794e-05,0,552,0
TOI-178 g,TOI-178,6.6006876e-05,0,559,0
HD 136352 c,HD 136352,6.6006876e-05,0,553,0
Kepler-158 c,Kepler-158,6.6006876e-05,0,554,0
Kepler-995 b,Kepler-995,6.6006876e-05,0,558,0
Kepler-593 b,Kepler-593,6.6006876e-05,0,556,0
Kepler-298 c,Kepler-298,6.6006876e-05,0,555,0
Kepler-711 b,Kepler-711,6.6006876e-05,0,557,0
GJ 273 b,GJ 273,6.55406e-05,0,560,0
Kepler-626 b,Kepler-626,6.536246e-05,0,650,0
Kepler-1772 b,Kepler-1772,6.536246e-05,0,624,0
Kepler-1807 b,Kepler-1807,6.536246e-05,0,625,0
Kepler-620 b,Kepler-620,6.536246e-05,0,649,0
Kepler-62 d,Kepler-62,6.536246e-05,0,648,0
Kepler-980 b,Kepler-980,6.536246e-05,0,676,0
K2-15 b,K2-15,6.536246e-05,0,579,0
K2-271 b,K2-271,6.536246e-05,0,586,0
Kepler-614 b,Kepler-614,6.536246e-05,0,647,0
K2-5 c,K2-5,6.536246e-05,0,591,0
K2-5 b,K2-5,6.536246e-05,0,590,0
Kepler-971 b,Kepler-971,6.536246e-05,0,675,0
Kepler-634 b,Kepler-634,6.536246e-05,0,651,0
Kepler-968 b,Kepler-968,6.536246e-05,0,674,0
K2-155 b,K2-155,6.536246e-05,0,580,0
Kepler-679 b,Kepler-679,6.536246e-05,0,654,0
Kepler-677 b,Kepler-677,6.536246e-05,0,653,0
K2-16 b,K2-16,6.536246e-05,0,581,0
Kepler-1161 b,Kepler-1161,6.536246e-05,0,601,0
Kepler-660 b,Kepler-660,6.536246e-05,0,652,0
Kepler-1171 b,Kepler-1171,6.536246e-05,0,602,0
Kepler-184 b,Kepler-184,6.536246e-05,0,626,0
TOI-2443 b,TOI-2443,6.536246e-05,0,682,0
Kepler-933 b,Kepler-933,6.536246e-05,0,670,0
Kepler-331 b,Kepler-331,6.536246e-05,0,635,0
Kepler-331 c,Kepler-331,6.536246e-05,0,636,0
Kepler-946 b,Kepler-946,6.536246e-05,0,671,0
Kepler-1312 b,Kepler-1312,6.536246e-05,0,607,0
Kepler-957 b,Kepler-957,6.536246e-05,0,672,0
Kepler-967 b,Kepler-967,6.536246e-05,0,673,0
Kepler-1195 b,Kepler-1195,6.536246e-05,0,603,0
Kepler-1201 b,Kepler-1201,6.536246e-05,0,604,0
Kepler-601 b,Kepler-601,6.536246e-05,0,646,0
K2-111 b,K2-111,6.536246e-05,0,576,0
Kepler-83 b,Kepler-83,6.536246e-05,0,668,0
Kepler-166 b,Kepler-166,6.536246e-05,0,620,0
Kepler-1608 b,Kepler-1608,6.536246e-05,0,616,0
Kepler-165 b,Kepler-165,6.536246e-05,0,619,0
GJ 9827 b,GJ 9827,6.536246e-05,0,565,0
Kepler-1322 c,Kepler-1322,6.536246e-05,0,609,0
TOI-1203 c,TOI-1203,6.536246e-05,0,677,0
Kepler-1627 b,Kepler-1627,6.536246e-05,0,617,0
TOI-1453 c,TOI-1453,6.536246e-05,0,680,0
TOI-1233.01,HD 108236,6.536246e-05,0,678,0
Kepler-1313 b,Kepler-1313,6.536246e-05,0,608,0
Kepler-1643 b,Kepler-1643,6.536246e-05,0,618,0
Kepler-496 b,Kepler-496,6.536246e-05,0,640,0
HAT-P-12 b,HAT-P-12,6.536246e-05,0,566,0
Kepler-495 b,Kepler-495,6.536246e-05,0,639,0
Kepler-463 b,Kepler-463,6.536246e-05,0,637,0
TOI-1259 A b,TOI-1259 A,6.536246e-05,0,679,0
K2-110 b,K2-110,6.536246e-05,0,575,0
K2-111 c,K2-111,6.536246e-05,0,577,0
HATS-11 b,HATS-11,6.536246e-05,0,567,0
K2-374 c,K2-374,6.536246e-05,0,588,0
K2-14 b,K2-14,6.536246e-05,0,578,0
Kepler-684 b,Kepler-684,6.536246e-05,0,655,0
Kepler-121 b,Kepler-121,6.536246e-05,0,605,0
Kepler-575 b,Kepler-575,6.536246e-05,0,645,0
Kepler-572 b,Kepler-572,6.536246e-05,0,644,0
Kepler-565 b,Kepler-565,6.536246e-05,0,643,0
Kepler-174 b,Kepler-174,6.536246e-05,0,623,0
Kepler-1739 b,Kepler-1739,6.536246e-05,0,622,0
Kepler-173 c,Kepler-173,6.536246e-05,0,621,0
Kepler-555 b,Kepler-555,6.536246e-05,0,642,0
K2-402 b,K2-402,6.536246e-05,0,589,0
TOI-2081 b,TOI-2081,6.536246e-05,0,681,0
Kepler-124 c,Kepler-124,6.536246e-05,0,606,0
Kepler-160 b,Kepler-160,6.536246e-05,0,614,0
Kepler-160 c,Kepler-160,6.536246e-05,0,615,0
Kepler-536 b,Kepler-536,6.536246e-05,0,641,0
K2-3 b,K2-3,6.536246e-05,0,587,0
Kepler-1160 b,Kepler-1160,6.536246e-05,0,600,0
Kepler-477 b,Kepler-477,6.536246e-05,0,638,0
HD 40307 b,HD 40307,6.536246e-05,0,572,0
Kepler-781 b,Kepler-781,6.536246e-05,0,663,0
Kepler-790 b,Kepler-790,6.536246e-05,0,664,0
Kepler-1078 b,Kepler-1078,6.536246e-05,0,597,0
Kepler-265 b,Kepler-265,6.536246e-05,0,633,0
Kepler-686 b,Kepler-686,6.536246e-05,0,656,0
CoRoT-1 b,CoRoT-1,6.536246e-05,0,562,0
K2-222 b,K2-222,6.536246e-05,0,584,0
Kepler-273 c,Kepler-273,6.536246e-05,0,634,0
KELT-21 b,KELT-21,6.536246e-05,0,594,0
Kepler-1042 b,Kepler-1042,6.536246e-05,0,596,0
Kepler-1933 b,Kepler-1933,6.536246e-05,0,628,0
KELT-20 b,KELT-20,6.536246e-05,0,593,0
HD 40307 c,HD 40307,6.536246e-05,0,573,0
Kepler-825 c,Kepler-825,6.536246e-05,0,666,0
TOI-5788 c,TOI-5788,6.536246e-05,0,685,0
Kepler-761 b,Kepler-761,6.536246e-05,0,662,0
CoRoT-35 b,CoRoT-35,6.536246e-05,0,563,0
BD-14 3065 b,BD-14 3065 A,6.536246e-05,0,561,0
HD 39194 c,HD 39194,6.536246e-05,0,571,0
TOI-561 c,TOI-561,6.536246e-05,0,684,0
Kepler-806 b,Kepler-806,6.536246e-05,0,665,0
Kepler-235 b,Kepler-235,6.536246e-05,0,631,0
Wolf 503 b,Wolf 503,6.536246e-05,0,695,0
Kepler-104 b,Kepler-104,6.536246e-05,0,595,0
Kepler-215 b,Kepler-215,6.536246e-05,0,629,0
WTS-1 b,WTS-1,6.536246e-05,0,694,0
WASP-98 b,WASP-98,6.536246e-05,0,693,0
WASP-81 b,WASP-81,6.536246e-05,0,692,0
WASP-58 b,WASP-58,6.536246e-05,0,691,0
HD 39194 b,HD 39194,6.536246e-05,0,570,0
HD 108236 c,HD 108236,6.536246e-05,0,569,0
Kepler-24 c,Kepler-24,6.536246e-05,0,632,0
WASP-46 b,WASP-46,6.536246e-05,0,690,0
WASP-36 b,WASP-36,6.536246e-05,0,689,0
WASP-21 b,WASP-21,6.536246e-05,0,688,0
WASP-183 b,WASP-183,6.536246e-05,0,687,0
WASP-163 b,WASP-163,6.536246e-05,0,686,0
K2-180 b,K2-180,6.536246e-05,0,583,0
HD 4308 b,HD 4308,6.536246e-05,0,574,0
Kepler-719 b,Kepler-719,6.536246e-05,0,659,0
TOI-3523 A b,TOI-3523 A,6.536246e-05,0,683,0
Kepler-734 b,Kepler-734,6.536246e-05,0,661,0
Kepler-723 b,Kepler-723,6.536246e-05,0,660,0
EPIC 212624936 c,EPIC 212624936,6.536246e-05,0,564,0
Kepler-912 b,Kepler-912,6.536246e-05,0,669,0
Kepler-112 b,Kepler-112,6.536246e-05,0,599,0
Kepler-1529 b,Kepler-1529,6.536246e-05,0,613,0
Kepler-69 b,Kepler-69,6.536246e-05,0,658,0
K2-245 b,K2-245,6.536246e-05,0,585,0
K2-167 b,K2-167,6.536246e-05,0,582,0
HD 106315 b,HD 106315,6.536246e-05,0,568,0
Kepler-1518 c,Kepler-1518,6.536246e-05,0,612,0
Kepler-688 b,Kepler-688,6.536246e-05,0,657,0
Kepler-221 c,Kepler-221,6.536246e-05,0,630,0
Kepler-1404 b,Kepler-1404,6.536246e-05,0,610,0
Kepler-1110 b,Kepler-1110,6.536246e-05,0,598,0
Kepler-1518 b,Kepler-1518,6.536246e-05,0,611,0
Kepler-829 b,Kepler-829,6.536246e-05,0,667,0
Kepler-187 c,Kepler-187,6.536246e-05,0,627,0
K2-86 b,K2-86,6.536246e-05,0,592,0
Kepler-32 d,Kepler-32,6.514075e-05,0,696,0
Kepler-1954 b,Kepler-1954,6.480883e-05,0,698,0
Kepler-1572 b,Kepler-1572,6.480883e-05,0,697,0
Kepler-351 d,Kepler-351,6.450621e-05,0,699,0
Kepler-767 b,Kepler-767,6.450621e-05,0,700,0
Kepler-896 b,Kepler-896,6.450621e-05,0,701,0
TOI-411 b,HD 22946,6.419337e-05,0,702,0
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,6.410535e-05,0,705,0
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,6.410535e-05,0,706,0
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,6.410535e-05,0,703,0
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,6.410535e-05,0,704,0
KIC 8540376 b,KOI-7892,6.387304e-05,0,711,0
K2-185 c,K2-185,6.387304e-05,0,709,0
K2-346 b,K2-346,6.387304e-05,0,710,0
TOI-544 c,TOI-544,6.387304e-05,0,713,0
Kepler-1388 d,Kepler-1388,6.387304e-05,0,712,0
HD 152843 c,HD 152843,6.387304e-05,0,707,0
HIP 41378 c,HIP 41378,6.387304e-05,0,708,0
Kepler-1854 b,Kepler-1854,6.160382e-05,0,714,0
Kepler-1702 b,Kepler-1702,6.1598126e-05,0,715,0
Kepler-270 c,Kepler-270,6.0158665e-05,0,716,0
GJ 685 b,GJ 685,6.0015987e-05,0,717,0
TOI-1452 b,TOI-1452,5.9970906e-05,0,718,0
EPIC 212587672 c,EPIC 212587672,5.9566122e-05,0,719,0
K2-408 b,K2-408,5.9566122e-05,0,721,0
HD 106315 c,HD 106315,5.9566122e-05,0,720,0
Kepler-225 b,Kepler-225,5.902116e-05,0,722,0
HIP 41378 e,HIP 41378,5.844751e-05,0,723,0
K2-195 c,K2-195,5.8124297e-05,0,724,0
GJ 414 A b,GJ 414 A,5.7521724e-05,0,725,0
Kepler-1634 b,Kepler-1634,5.7227637e-05,0,728,0
Kepler-1554 b,Kepler-1554,5.7227637e-05,0,727,0
Kepler-1881 b,Kepler-1881,5.7227637e-05,0,729,0
Kepler-289 e,Kepler-289,5.7227637e-05,0,730,0
Kepler-1545 b,Kepler-1545,5.7227637e-05,0,726,0
Kepler-231 c,Kepler-231,5.6704605e-05,0,731,0
Kepler-631 b,Kepler-631,5.481186e-05,0,738,0
Kepler-1903 b,Kepler-1903,5.481186e-05,0,734,0
Kepler-350 c,Kepler-350,5.481186e-05,0,737,0
Kepler-1180 b,Kepler-1180,5.481186e-05,0,733,0
Kepler-194 c,Kepler-194,5.481186e-05,0,735,0
Kepler-214 b,Kepler-214,5.481186e-05,0,736,0
Kepler-1144 b,Kepler-1144,5.481186e-05,0,732,0
GJ 3138 b,GJ 3138,5.468723e-05,0,740,0
TOI-1266 b,TOI-1266,5.468723e-05,0,743,0
GJ 3138 c,GJ 3138,5.468723e-05,0,741,0
GJ 15 A b,GJ 15 A,5.468723e-05,0,739,0
Gl 686 b,Gl 686,5.468723e-05,0,742,0
HIP 41378 g,HIP 41378,5.4482924e-05,0,744,0
TOI-1231 b,TOI-1231,5.4017677e-05,0,745,0
K2-368 d,K2-368,5.385021e-05,0,746,0
K2-398 c,K2-398,5.385021e-05,0,747,0
Kepler-1300 b,Kepler-1300,5.3562846e-05,0,759,0
HD 20781 d,HD 20781,5.3562846e-05,0,749,0
Kepler-1823 b,Kepler-1823,5.3562846e-05,0,771,0
Kepler-1176 b,Kepler-1176,5.3562846e-05,0,755,0
HD 7924 d,HD 7924,5.3562846e-05,0,751,0
Kepler-1797 b,Kepler-1797,5.3562846e-05,0,770,0
Kepler-1886 b,Kepler-1886,5.3562846e-05,0,772,0
TOI-2345 c,TOI-2345,5.3562846e-05,0,784,0
Kepler-1309 b,Kepler-1309,5.3562846e-05,0,760,0
TOI-5789 d,TOI-5789,5.3562846e-05,0,785,0
Kepler-359 b,Kepler-359,5.3562846e-05,0,774,0
Kepler-130 c,Kepler-130,5.3562846e-05,0,758,0
Kepler-262 c,Kepler-262,5.3562846e-05,0,773,0
HD 191939 c,HD 191939,5.3562846e-05,0,748,0
Kepler-1041 b,Kepler-1041,5.3562846e-05,0,753,0
Kepler-386 c,Kepler-386,5.3562846e-05,0,775,0
Kepler-1249 b,Kepler-1249,5.3562846e-05,0,756,0
Kepler-1266 b,Kepler-1266,5.3562846e-05,0,757,0
K2-356 b,K2-356,5.3562846e-05,0,752,0
Kepler-1159 b,Kepler-1159,5.3562846e-05,0,754,0
HD 23472 c,HD 23472,5.3562846e-05,0,750,0
Kepler-1432 b,Kepler-1432,5.3562846e-05,0,763,0
Kepler-1465 b,Kepler-1465,5.3562846e-05,0,766,0
Kepler-870 b,Kepler-870,5.3562846e-05,0,783,0
Kepler-1461 b,Kepler-1461,5.3562846e-05,0,764,0
Kepler-657 b,Kepler-657,5.3562846e-05,0,781,0
Kepler-1337 b,Kepler-1337,5.3562846e-05,0,761,0
Kepler-651 b,Kepler-651,5.3562846e-05,0,780,0
Kepler-151 c,Kepler-151,5.3562846e-05,0,768,0
Kepler-1463 b,Kepler-1463,5.3562846e-05,0,765,0
Kepler-1511 b,Kepler-1511,5.3562846e-05,0,769,0
Kepler-637 b,Kepler-637,5.3562846e-05,0,779,0
Kepler-1381 b,Kepler-1381,5.3562846e-05,0,762,0
Kepler-604 b,Kepler-604,5.3562846e-05,0,778,0
Kepler-596 b,Kepler-596,5.3562846e-05,0,776,0
Kepler-811 b,Kepler-811,5.3562846e-05,0,782,0
Kepler-1469 b,Kepler-1469,5.3562846e-05,0,767,0
Kepler-603 b,Kepler-603,5.3562846e-05,0,777,0
Kepler-311 d,Kepler-311,5.3231197e-05,0,786,0
Kepler-1951 b,Kepler-1951,5.3026815e-05,0,787,0
Kepler-181 b,Kepler-181,5.2590654e-05,0,797,0
Kepler-1179 b,Kepler-1179,5.2590654e-05,0,791,0
Kepler-1532 b,Kepler-1532,5.2590654e-05,0,794,0
Kepler-707 b,Kepler-707,5.2590654e-05,0,800,0
Kepler-1557 b,Kepler-1557,5.2590654e-05,0,795,0
Kepler-301 b,Kepler-301,5.2590654e-05,0,799,0
Kepler-114 c,Kepler-114,5.2590654e-05,0,790,0
Kepler-1254 d,Kepler-1254,5.2590654e-05,0,792,0
Kepler-1687 b,Kepler-1687,5.2590654e-05,0,796,0
Kepler-150 b,Kepler-150,5.2590654e-05,0,793,0
K2-190 b,K2-190,5.2590654e-05,0,788,0
Kepler-1067 c,Kepler-1067,5.2590654e-05,0,789,0
Kepler-272 b,Kepler-272,5.2590654e-05,0,798,0
K2-264 c,K2-264,5.2427764e-05,0,801,0
Kepler-55 b,Kepler-55,5.221954e-05,0,802,0
LHS 1478 b,LHS 1478,5.1713818e-05,0,803,0
Kepler-1472 b,Kepler-1472,5.131458e-05,0,804,0
Kepler-833 b,Kepler-833,5.0607494e-05,0,805,0
TOI-1634 c,TOI-1634,4.9860293e-05,0,806,0
Kepler-647 c,Kepler-647,4.975974e-05,0,808,0
Kepler-1405 b,Kepler-1405,4.975974e-05,0,807,0
Kepler-1965 b,Kepler-1965,4.9655264e-05,0,809,0
Kepler-19 d,Kepler-19,4.9579274e-05,0,810,0
Kepler-403 c,Kepler-403,4.9385522e-05,0,811,0
GJ 720 A b,GJ 720 A,4.8962633e-05,0,812,0
K2-240 c,K2-240,4.8962633e-05,0,813,0
Kepler-332 d,Kepler-332,4.8746602e-05,0,815,0
Kepler-142 d,Kepler-142,4.8746602e-05,0,814,0
Kepler-563 b,Kepler-563,4.8742e-05,0,819,0
Kepler-531 b,Kepler-531,4.8742e-05,0,818,0
K2-233 d,K2-233,4.8742e-05,0,816,0
Kepler-1140 b,Kepler-1140,4.8742e-05,0,817,0
TOI-4641 b,TOI-4641,4.8742e-05,0,820,0
Kepler-1757 b,Kepler-1757,4.8422975e-05,0,821,0
Kepler-54 c,Kepler-54,4.8231443e-05,0,822,0
Kepler-1927 b,Kepler-1927,4.813458e-05,0,823,0
EPIC 212499991 b,EPIC 212499991,4.79757e-05,0,824,0
Kepler-1756 b,Kepler-1756,4.7857306e-05,0,827,0
K2-233 b,K2-233,4.7857306e-05,0,825,0
Kepler-1301 b,Kepler-1301,4.7857306e-05,0,826,0
WISE J033605.05-014350.4 b,WISE J033605.05-014350.4,4.732536e-05,0,828,0
TOI-1468 b,TOI-1468,4.6507383e-05,0,829,0
TOI-1693 b,TOI-1693,4.6507383e-05,0,830,0
TOI-2445 b,TOI-2445,4.6507383e-05,0,831,0
TOI-700 c,TOI-700,4.5798482e-05,0,832,0
TOI-2093 c,TOI-2093,4.561676e-05,0,833,0
GJ 1151 c,GJ 1151,4.560628e-05,0,834,0
GJ 9066 c,GJ 9066,4.560628e-05,0,835,0
Kepler-153 b,Kepler-153,4.5157798e-05,0,836,0
K2-136 d,K2-136,4.508985e-05,0,837,0
K2-190 c,K2-190,4.460274e-05,0,838,0
K2-419 A b,K2-419 A,4.392786e-05,0,839,0
K2-206 b,K2-206,4.3697935e-05,0,840,0
Kepler-83 c,Kepler-83,4.3697935e-05,0,842,0
K2-339 b,K2-339,4.3697935e-05,0,841,0
Kepler-1498 b,Kepler-1498,4.3395325e-05,0,843,0
Kepler-52 d,Kepler-52,4.312248e-05,0,844,0
Kepler-1145 b,Kepler-1145,4.281556e-05,0,845,0
K2-152 b,K2-152,4.2667198e-05,0,846,0
Kepler-1931 b,Kepler-1931,4.244436e-05,0,850,0
Kepler-1889 b,Kepler-1889,4.244436e-05,0,849,0
Kepler-869 b,Kepler-869,4.244436e-05,0,851,0
Kepler-1736 b,Kepler-1736,4.244436e-05,0,848,0
Kepler-1109 b,Kepler-1109,4.244436e-05,0,847,0
Wolf 1061 d,Wolf 1061,4.1501524e-05,0,852,0
TOI-4559 b,TOI-4559,4.1298834e-05,0,853,0
TOI-1266 c,TOI-1266,4.0965773e-05,0,854,0
GJ 367 d,GJ 367,4.0496096e-05,0,855,0
Kepler-1232 b,Kepler-1232,4.02315e-05,0,856,0
Kepler-334 d,Kepler-334,4.02315e-05,0,857,0
Kepler-106 d,Kepler-106,4.010746e-05,0,858,0
Kepler-1336 b,Kepler-1336,3.9667593e-05,0,860,0
HD 219134 f,HD 219134,3.9667593e-05,0,859,0
Kepler-1568 b,Kepler-1568,3.9667593e-05,0,861,0
Kepler-1396 b,Kepler-1396,3.9293842e-05,0,869,0
Kepler-752 b,Kepler-752,3.9293842e-05,0,875,0
TOI-2141 b,TOI-2141,3.9293842e-05,0,880,0
Kepler-758 d,Kepler-758,3.9293842e-05,0,876,0
Kepler-1103 b,Kepler-1103,3.9293842e-05,0,867,0
HD 96700 c,HD 96700,3.9293842e-05,0,863,0
Kepler-370 c,Kepler-370,3.9293842e-05,0,873,0
TOI-1836 b,TOI-1836,3.9293842e-05,0,879,0
K2-266 e,K2-266,3.9293842e-05,0,865,0
Kepler-1187 b,Kepler-1187,3.9293842e-05,0,868,0
Kepler-244 d,Kepler-244,3.9293842e-05,0,872,0
Kepler-846 b,Kepler-846,3.9293842e-05,0,877,0
Kepler-178 c,Kepler-178,3.9293842e-05,0,870,0
Kepler-223 e,Kepler-223,3.9293842e-05,0,871,0
Kepler-1006 b,Kepler-1006,3.9293842e-05,0,866,0
K2-115 b,K2-115,3.9293842e-05,0,864,0
Kepler-53 b,Kepler-53,3.9293842e-05,0,874,0
HD 110067 d,HD 110067,3.9293842e-05,0,862,0
TOI-2322 c,TOI-2322,3.9293842e-05,0,881,0
TOI-1437 b,TOI-1437,3.9293842e-05,0,878,0
Kepler-79 d,Kepler-79,3.890513e-05,0,882,0
K2-336 b,K2-336,3.8556464e-05,0,883,0
Kepler-1355 b,Kepler-1355,3.7854254e-05,0,888,0
Kepler-140 b,Kepler-140,3.7854254e-05,0,889,0
K2-270 b,K2-270,3.7854254e-05,0,884,0
Kepler-167 c,Kepler-167,3.7854254e-05,0,893,0
K2-352 b,K2-352,3.7854254e-05,0,885,0
Kepler-1604 b,Kepler-1604,3.7854254e-05,0,891,0
Kepler-1528 b,Kepler-1528,3.7854254e-05,0,890,0
Kepler-1136 b,Kepler-1136,3.7854254e-05,0,887,0
TOI-1798.02,TOI-1798,3.7854254e-05,0,902,0
Kepler-844 b,Kepler-844,3.7854254e-05,0,900,0
TOI-1408 c,TOI-1408,3.7854254e-05,0,901,0
Kepler-1901 b,Kepler-1901,3.7854254e-05,0,894,0
Kepler-255 d,Kepler-255,3.7854254e-05,0,895,0
Kepler-1107 b,Kepler-1107,3.7854254e-05,0,886,0
Kepler-776 b,Kepler-776,3.7854254e-05,0,899,0
Kepler-256 b,Kepler-256,3.7854254e-05,0,896,0
Kepler-269 c,Kepler-269,3.7854254e-05,0,897,0
Kepler-1631 b,Kepler-1631,3.7854254e-05,0,892,0
Kepler-374 d,Kepler-374,3.7854254e-05,0,898,0
KOI-1831 d,Kepler-324,3.7421072e-05,0,903,0
TOI-237 b,TOI-237,3.6894162e-05,0,904,0
Kepler-582 b,Kepler-582,3.6644222e-05,0,905,0
Kepler-1417 b,Kepler-1417,3.625872e-05,0,906,0
Kepler-132 d,Kepler-132,3.590428e-05,0,907,0
YZ Cet d,YZ Cet,3.5785764e-05,0,921,0
YZ Cet c,YZ Cet,3.5785764e-05,0,920,0
TOI-2406 b,TOI-2406,3.5785764e-05,0,915,0
Ross 508 b,Ross 508,3.5785764e-05,0,912,0
TOI-771 c,TOI-771,3.5785764e-05,0,918,0
YZ Cet b,YZ Cet,3.5785764e-05,0,919,0
TOI-1450 A c,TOI-1450 A,3.5785764e-05,0,913,0
TOI-4438 b,TOI-4438,3.5785764e-05,0,917,0
Gl 725 A b,Gl 725 A,3.5785764e-05,0,911,0
TOI-4184 b,TOI-4184,3.5785764e-05,0,916,0
TOI-1685 b,TOI-1685,3.5785764e-05,0,914,0
GJ 433 b,GJ 433,3.5785764e-05,0,910,0
GJ 3323 b,GJ 3323,3.5785764e-05,0,908,0
GJ 3988 b,GJ 3988,3.5785764e-05,0,909,0
HIP 8152 c,HIP 8152,3.575721e-05,0,922,0
Kepler-287 b,Kepler-287,3.575721e-05,0,924,0
Kepler-1670 b,Kepler-1670,3.575721e-05,0,923,0
Kepler-783 b,Kepler-783,3.552656e-05,0,998,0
Kepler-1425 b,Kepler-1425,3.552656e-05,0,952,0
Kepler-388 c,Kepler-388,3.552656e-05,0,986,0
Kepler-1098 b,Kepler-1098,3.552656e-05,0,934,0
Kepler-431 b,Kepler-431,3.552656e-05,0,988,0
Kepler-444 e,Kepler-444,3.552656e-05,0,993,0
Kepler-444 f,Kepler-444,3.552656e-05,0,994,0
Kepler-1244 b,Kepler-1244,3.552656e-05,0,937,0
