planet_name,host_star_name,_habitability_prob,_predicted_habitable,_habitability_rank,habitable_binary
24 Sex b,24 Sex,7.290238e-06,0,2915,0
HD 175167 b,HD 175167,7.290238e-06,0,3112,0
HD 99109 b,HD 99109,7.290238e-06,0,3338,0
PH1 b,PH1,7.290238e-06,0,3491,0
Kepler-424 c,Kepler-424,7.290238e-06,0,3445,0
8 UMi b,8 UMi,7.290238e-06,0,2930,0
HD 97037 b,HD 97037,7.290238e-06,0,3334,0
PSR B1257+12 d,PSR B1257+12,7.290238e-06,0,3494,0
HD 98736 b,HD 98736,7.290238e-06,0,3337,0
omi CrB b,omi CrB,7.290238e-06,0,3543,0
PSR B0329+54 b,PSR B0329+54,7.290238e-06,0,3492,0
HD 98649 b,HD 98649,7.290238e-06,0,3336,0
HD 98219 b,HD 98219,7.290238e-06,0,3335,0
PSR B1257+12 c,PSR B1257+12,7.290238e-06,0,3493,0
Kepler-1737 b,Kepler-1737,7.290238e-06,0,3422,0
HIP 107773 b,HIP 107773,7.290238e-06,0,3341,0
DP Leo b,DP Leo,7.290238e-06,0,2947,0
HD 168863 b,HD 168863,7.290238e-06,0,3106,0
HD 177830 b,HD 177830,7.290238e-06,0,3113,0
HD 1666 b,HD 1666,7.290238e-06,0,3103,0
HD 167042 b,HD 167042,7.290238e-06,0,3104,0
HD 95872 b,HD 95872,7.290238e-06,0,3332,0
HIP 114933 b,HIP 114933,7.290238e-06,0,3344,0
HD 168443 c,HD 168443,7.290238e-06,0,3105,0
HD 96167 b,HD 96167,7.290238e-06,0,3333,0
HD 155918 c,HD 155918,7.290238e-06,0,3083,0
HD 170469 b,HD 170469,7.290238e-06,0,3110,0
RR Cae b,RR Cae,7.290238e-06,0,3497,0
HD 169830 b,HD 169830,7.290238e-06,0,3108,0
Pr0211 c,Pr0211,7.290238e-06,0,3496,0
HIP 111909 c,HIP 111909,7.290238e-06,0,3343,0
HD 169830 c,HD 169830,7.290238e-06,0,3109,0
PZ Tel b,PZ Tel,7.290238e-06,0,3495,0
HIP 111909 b,HIP 111909,7.290238e-06,0,3342,0
HIP 5158 c,HIP 5158,7.290238e-06,0,3353,0
OGLE-2016-BLG-0007L b,OGLE-2016-BLG-0007L,7.290238e-06,0,3488,0
HIP 75092 b,HIP 75092,7.290238e-06,0,3365,0
Kepler-1789 b,Kepler-1789,7.290238e-06,0,3428,0
BD+55 362 b,BD+55 362,7.290238e-06,0,2936,0
HD 181234 b,HD 181234,7.290238e-06,0,3119,0
HIP 90988 b,HIP 90988,7.290238e-06,0,3367,0
Kepler-111 c,Kepler-111,7.290238e-06,0,3390,0
24 Sex c,24 Sex,7.290238e-06,0,2916,0
TIC 4672985 b,TIC 4672985,7.290238e-06,0,3502,0
HD 93351 c,HD 93351,7.290238e-06,0,3324,0
HIP 81208 C b,HIP 81208 C,7.290238e-06,0,3366,0
18 Del b,18 Del,7.290238e-06,0,2914,0
Kepler-1786 b,Kepler-1786,7.290238e-06,0,3427,0
nu Oph c,nu Oph,7.290238e-06,0,3542,0
psi1 Dra B b,psi1 Dra B,7.290238e-06,0,3544,0
HD 156279 b,HD 156279,7.290238e-06,0,3085,0
Kepler-1126 b,Kepler-1126,7.290238e-06,0,3391,0
HIP 74890 b,HIP 74890,7.290238e-06,0,3364,0
HIP 71135 b,HIP 71135,7.290238e-06,0,3363,0
TOI-6041 c,TOI-6041,7.290238e-06,0,3521,0
Kepler-51 c,Kepler-51,7.290238e-06,0,3453,0
HD 181342 b,HD 181342,7.290238e-06,0,3120,0
Kepler-51 d,Kepler-51,7.290238e-06,0,3454,0
Kepler-1801 c,Kepler-1801,7.290238e-06,0,3429,0
HIP 99770 b,HIP 99770,7.290238e-06,0,3370,0
HIP 97233 b,HIP 97233,7.290238e-06,0,3369,0
HD 181433 c,HD 181433,7.290238e-06,0,3122,0
HD 92788 c,HD 92788,7.290238e-06,0,3322,0
HD 156668 c,HD 156668,7.290238e-06,0,3087,0
HD 18143 c,HD 18143,7.290238e-06,0,3121,0
HD 156846 b,HD 156846,7.290238e-06,0,3088,0
TOI-1221 b,TOI-1221,7.290238e-06,0,3503,0
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,7.290238e-06,0,3487,0
HD 156279 c,HD 156279,7.290238e-06,0,3086,0
HD 93083 b,HD 93083,7.290238e-06,0,3323,0
HIP 948 b,HIP 948,7.290238e-06,0,3368,0
HD 158038 b,HD 158038,7.290238e-06,0,3089,0
HD 92788 b,HD 92788,7.290238e-06,0,3321,0
HD 180902 b,HD 180902,7.290238e-06,0,3118,0
TIC 279401253 c,TIC 279401253,7.290238e-06,0,3501,0
HD 180314 b,HD 180314,7.290238e-06,0,3117,0
Kepler-1177 b,Kepler-1177,7.290238e-06,0,3392,0
HIP 65407 c,HIP 65407,7.290238e-06,0,3358,0
Kepler-48 f,Kepler-48,7.290238e-06,0,3452,0
HD 1605 b,HD 1605,7.290238e-06,0,3092,0
HD 94834 b,HD 94834,7.290238e-06,0,3327,0
HIP 57274 d,HIP 57274,7.290238e-06,0,3357,0
HD 1605 c,HD 1605,7.290238e-06,0,3093,0
HIP 56640 b,HIP 56640,7.290238e-06,0,3356,0
HIP 55507 b,HIP 55507,7.290238e-06,0,3355,0
Kepler-1667 b,Kepler-1667,7.290238e-06,0,3415,0
HD 156098 c,HD 156098,7.290238e-06,0,3084,0
Kepler-1771 b,Kepler-1771,7.290238e-06,0,3425,0
HIP 54515 b,HIP 54515,7.290238e-06,0,3354,0
HD 94890 b,HD 94890,7.290238e-06,0,3328,0
HD 94890 c,HD 94890,7.290238e-06,0,3329,0
Kepler-1675 b,Kepler-1675,7.290238e-06,0,3416,0
Kepler-47 d,Kepler-47,7.290238e-06,0,3451,0
HIP 70849 b,HIP 70849,7.290238e-06,0,3362,0
TIC 172900988 b,TIC 172900988 Aa,7.290238e-06,0,3498,0
HIP 65891 b,HIP 65891,7.290238e-06,0,3359,0
HIP 66074 b,HIP 66074,7.290238e-06,0,3360,0
TIC 279401253 b,TIC 279401253,7.290238e-06,0,3500,0
HIP 67537 b,HIP 67537,7.290238e-06,0,3361,0
HD 9446 c,HD 9446,7.290238e-06,0,3325,0
Kepler-1656 c,Kepler-1656,7.290238e-06,0,3413,0
Kepler-1660 AB b,Kepler-1660 A,7.290238e-06,0,3414,0
HD 180053 b,HD 180053,7.290238e-06,0,3116,0
Kepler-1775 b,Kepler-1775,7.290238e-06,0,3426,0
TIC 241249530 b,TIC 241249530,7.290238e-06,0,3499,0
K2-99 c,K2-99,7.290238e-06,0,3377,0
HD 159243 c,HD 159243,7.290238e-06,0,3090,0
HD 159868 b,HD 159868,7.290238e-06,0,3091,0
HD 94771 b,HD 94771,7.290238e-06,0,3326,0
HD 181433 d,HD 181433,7.290238e-06,0,3123,0
GJ 357 b,GJ 357,7.1071263e-06,0,3550,0
TOI-5489 c,TOI-5489,7.0336914e-06,0,3553,0
TOI-270 b,TOI-270,7.0336914e-06,0,3552,0
EPIC 228836835 b,EPIC 228836835,7.0336914e-06,0,3551,0
Kepler-367 b,Kepler-367,7.005515e-06,0,3554,0
USco1556 b,USco1556 A,6.7450533e-06,0,3560,0
2MASS J02192210-3925225 b,2MASS J02192210-3925225,6.7450533e-06,0,3556,0
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,6.7450533e-06,0,3562,0
2M0437 b,2MASS J04372171+2651014,6.7450533e-06,0,3555,0
FU Tau b,FU Tau,6.7450533e-06,0,3558,0
2MASS J12073346-3932539 b,2MASS J12073346-3932539,6.7450533e-06,0,3557,0
USco CTIO 108 b,USco CTIO 108,6.7450533e-06,0,3559,0
USco1621 b,USco1621 A,6.7450533e-06,0,3561,0
Kepler-901 b,Kepler-901,6.704963e-06,0,3567,0
Kepler-1358 b,Kepler-1358,6.704963e-06,0,3564,0
Kepler-345 c,Kepler-345,6.704963e-06,0,3566,0
Kepler-339 c,Kepler-339,6.704963e-06,0,3565,0
K2-228 b,K2-228,6.704963e-06,0,3563,0
GJ 436 b,GJ 436,6.5523927e-06,0,3570,0
TOI-674 b,TOI-674,6.5523927e-06,0,3579,0
GJ 27.1 b,GJ 27.1,6.5523927e-06,0,3568,0
TOI-270 c,TOI-270,6.5523927e-06,0,3573,0
TOI-654.01,TOI-654,6.5523927e-06,0,3578,0
GJ 367 c,GJ 367,6.5523927e-06,0,3569,0
HD 285968 b,HD 285968,6.5523927e-06,0,3571,0
TOI-4666 b,TOI-4666,6.5523927e-06,0,3576,0
Kepler-446 b,Kepler-446,6.5523927e-06,0,3572,0
TOI-6330 b,TOI-6330,6.5523927e-06,0,3577,0
TOI-270 d,TOI-270,6.5523927e-06,0,3574,0
TOI-4364 b,TOI-4364,6.5523927e-06,0,3575,0
K2-133 c,K2-133,6.294805e-06,0,3580,0
K2-354 b,K2-354,6.294805e-06,0,3581,0
Kepler-1598 b,Kepler-1598,6.294085e-06,0,3618,0
Kepler-1934 b,Kepler-1934,6.294085e-06,0,3632,0
Kepler-341 b,Kepler-341,6.294085e-06,0,3640,0
Kepler-352 d,Kepler-352,6.294085e-06,0,3641,0
Kepler-186 b,Kepler-186,6.294085e-06,0,3627,0
Kepler-390 b,Kepler-390,6.294085e-06,0,3644,0
Kepler-390 c,Kepler-390,6.294085e-06,0,3645,0
Kepler-353 b,Kepler-353,6.294085e-06,0,3642,0
Kepler-80 f,Kepler-80,6.294085e-06,0,3651,0
Kepler-1591 b,Kepler-1591,6.294085e-06,0,3616,0
Kepler-1367 b,Kepler-1367,6.294085e-06,0,3608,0
Kepler-1590 b,Kepler-1590,6.294085e-06,0,3615,0
Kepler-408 b,Kepler-408,6.294085e-06,0,3647,0
Kepler-1117 b,Kepler-1117,6.294085e-06,0,3592,0
Kepler-1939 b,Kepler-1939,6.294085e-06,0,3633,0
Kepler-1311 b,Kepler-1311,6.294085e-06,0,3601,0
Kepler-1349 b,Kepler-1349,6.294085e-06,0,3607,0
Kepler-1347 b,Kepler-1347,6.294085e-06,0,3606,0
Kepler-524 c,Kepler-524,6.294085e-06,0,3648,0
Kepler-271 d,Kepler-271,6.294085e-06,0,3639,0
Kepler-271 c,Kepler-271,6.294085e-06,0,3638,0
Kepler-1622 b,Kepler-1622,6.294085e-06,0,3624,0
Kepler-1961 b,Kepler-1961,6.294085e-06,0,3634,0
Kepler-1328 b,Kepler-1328,6.294085e-06,0,3603,0
Kepler-1963 b,Kepler-1963,6.294085e-06,0,3635,0
Kepler-1618 b,Kepler-1618,6.294085e-06,0,3623,0
Kepler-106 b,Kepler-106,6.294085e-06,0,3590,0
Kepler-1331 b,Kepler-1331,6.294085e-06,0,3604,0
Kepler-1616 b,Kepler-1616,6.294085e-06,0,3622,0
Kepler-1612 b,Kepler-1612,6.294085e-06,0,3621,0
Kepler-1339 b,Kepler-1339,6.294085e-06,0,3605,0
Kepler-1067 b,Kepler-1067,6.294085e-06,0,3591,0
Kepler-392 c,Kepler-392,6.294085e-06,0,3646,0
Kepler-1603 b,Kepler-1603,6.294085e-06,0,3620,0
Kepler-1602 b,Kepler-1602,6.294085e-06,0,3619,0
Kepler-1311 c,Kepler-1311,6.294085e-06,0,3602,0
Kepler-1992 b,Kepler-1992,6.294085e-06,0,3636,0
Kepler-130 b,Kepler-130,6.294085e-06,0,3600,0
Kepler-1298 b,Kepler-1298,6.294085e-06,0,3599,0
Kepler-1994 b,Kepler-1994,6.294085e-06,0,3637,0
Kepler-1141 b,Kepler-1141,6.294085e-06,0,3594,0
GJ 341 b,GJ 341,6.294085e-06,0,3582,0
Kepler-119 c,Kepler-119,6.294085e-06,0,3596,0
Kepler-1761 b,Kepler-1761,6.294085e-06,0,3626,0
K2-185 b,K2-185,6.294085e-06,0,3586,0
Kepler-1031 b,Kepler-1031,6.294085e-06,0,3589,0
Kepler-1890 b,Kepler-1890,6.294085e-06,0,3629,0
Kepler-1488 c,Kepler-1488,6.294085e-06,0,3613,0
Kepler-1240 b,Kepler-1240,6.294085e-06,0,3598,0
Kepler-1689 b,Kepler-1689,6.294085e-06,0,3625,0
Kepler-757 b,Kepler-757,6.294085e-06,0,3649,0
Kepler-1877 b,Kepler-1877,6.294085e-06,0,3628,0
Kepler-114 b,Kepler-114,6.294085e-06,0,3593,0
TOI-2322 b,TOI-2322,6.294085e-06,0,3652,0
Kepler-1421 b,Kepler-1421,6.294085e-06,0,3610,0
Kepler-1445 b,Kepler-1445,6.294085e-06,0,3612,0
Kepler-376 b,Kepler-376,6.294085e-06,0,3643,0
Kepler-1902 b,Kepler-1902,6.294085e-06,0,3630,0
K2-266 c,K2-266,6.294085e-06,0,3587,0
Kepler-192 d,Kepler-192,6.294085e-06,0,3631,0
Kepler-1163 b,Kepler-1163,6.294085e-06,0,3595,0
Kepler-1438 b,Kepler-1438,6.294085e-06,0,3611,0
Kepler-138 b,Kepler-138,6.294085e-06,0,3609,0
HD 23472 f,HD 23472,6.294085e-06,0,3585,0
HD 23472 e,HD 23472,6.294085e-06,0,3584,0
Kepler-78 b,Kepler-78,6.294085e-06,0,3650,0
HD 23472 d,HD 23472,6.294085e-06,0,3583,0
Kepler-1560 b,Kepler-1560,6.294085e-06,0,3614,0
Kepler-1594 b,Kepler-1594,6.294085e-06,0,3617,0
K2-413 b,K2-413,6.294085e-06,0,3588,0
Kepler-1203 b,Kepler-1203,6.294085e-06,0,3597,0
EPIC 205950854 c,K2-168,6.2250538e-06,0,3653,0
Kepler-370 b,Kepler-370,6.2250538e-06,0,3702,0
Kepler-914 b,Kepler-914,6.2250538e-06,0,3709,0
Kepler-404 c,Kepler-404,6.2250538e-06,0,3703,0
Kepler-354 c,Kepler-354,6.2250538e-06,0,3700,0
TOI-833 b,TOI-833,6.2250538e-06,0,3712,0
Kepler-746 b,Kepler-746,6.2250538e-06,0,3706,0
Kepler-716 c,Kepler-716,6.2250538e-06,0,3705,0
HD 137496 b,HD 137496,6.2250538e-06,0,3654,0
Kepler-332 c,Kepler-332,6.2250538e-06,0,3698,0
Kepler-337 b,Kepler-337,6.2250538e-06,0,3699,0
Kepler-90 i,KOI-351,6.2250538e-06,0,3708,0
Kepler-507 b,Kepler-507,6.2250538e-06,0,3704,0
Kepler-356 b,Kepler-356,6.2250538e-06,0,3701,0
HD 158259 b,HD 158259,6.2250538e-06,0,3655,0
TOI-1860 b,TOI-1860,6.2250538e-06,0,3710,0
Kepler-853 b,Kepler-853,6.2250538e-06,0,3707,0
TOI-431 b,TOI-431,6.2250538e-06,0,3711,0
Kepler-326 d,Kepler-326,6.2250538e-06,0,3697,0
K2-229 b,K2-229,6.2250538e-06,0,3662,0
Kepler-1481 b,Kepler-1481,6.2250538e-06,0,3682,0
K2-407 b,K2-407,6.2250538e-06,0,3663,0
Kepler-1019 b,Kepler-1019,6.2250538e-06,0,3667,0
Kepler-101 c,Kepler-101,6.2250538e-06,0,3665,0
K2-203 b,K2-203,6.2250538e-06,0,3661,0
Kepler-1274 b,Kepler-1274,6.2250538e-06,0,3673,0
Kepler-1991 b,Kepler-1991,6.2250538e-06,0,3692,0
Kepler-1372 b,Kepler-1372,6.2250538e-06,0,3677,0
Kepler-1574 b,Kepler-1574,6.2250538e-06,0,3683,0
Kepler-115 b,Kepler-115,6.2250538e-06,0,3668,0
Kepler-1190 b,Kepler-1190,6.2250538e-06,0,3669,0
Kepler-1379 b,Kepler-1379,6.2250538e-06,0,3678,0
Kepler-100 b,Kepler-100,6.2250538e-06,0,3664,0
Kepler-211 c,Kepler-211,6.2250538e-06,0,3695,0
Kepler-1428 b,Kepler-1428,6.2250538e-06,0,3681,0
Kepler-132 c,Kepler-132,6.2250538e-06,0,3674,0
Kepler-1987 b,Kepler-1987,6.2250538e-06,0,3691,0
K2-158 c,K2-158,6.2250538e-06,0,3657,0
Kepler-1827 b,Kepler-1827,6.2250538e-06,0,3689,0
Kepler-1420 b,Kepler-1420,6.2250538e-06,0,3680,0
Kepler-1336 c,Kepler-1336,6.2250538e-06,0,3675,0
Kepler-1231 b,Kepler-1231,6.2250538e-06,0,3671,0
K2-165 b,K2-165,6.2250538e-06,0,3658,0
Kepler-1363 b,Kepler-1363,6.2250538e-06,0,3676,0
Kepler-1671 b,Kepler-1671,6.2250538e-06,0,3687,0
Kepler-1587 b,Kepler-1587,6.2250538e-06,0,3684,0
Kepler-1623 b,Kepler-1623,6.2250538e-06,0,3686,0
Kepler-1894 b,Kepler-1894,6.2250538e-06,0,3690,0
Kepler-1265 b,Kepler-1265,6.2250538e-06,0,3672,0
K2-102 b,K2-102,6.2250538e-06,0,3656,0
Kepler-1415 b,Kepler-1415,6.2250538e-06,0,3679,0
Kepler-1595 b,Kepler-1595,6.2250538e-06,0,3685,0
K2-169 b,K2-169,6.2250538e-06,0,3659,0
K2-187 b,K2-187,6.2250538e-06,0,3660,0
Kepler-208 d,Kepler-208,6.2250538e-06,0,3694,0
Kepler-240 b,Kepler-240,6.2250538e-06,0,3696,0
Kepler-1012 b,Kepler-1012,6.2250538e-06,0,3666,0
Kepler-1213 b,Kepler-1213,6.2250538e-06,0,3670,0
Kepler-1802 b,Kepler-1802,6.2250538e-06,0,3688,0
Kepler-206 b,Kepler-206,6.2250538e-06,0,3693,0
KOINTREAU-1 b,XEST 17-036,5.9551335e-06,0,3713,0
AT2021ueyL b,AT2021ueyL,5.9117106e-06,0,3714,0
HD 112300 b,HD 112300,5.9117106e-06,0,3716,0
GJ 229 b,GJ 229,5.9117106e-06,0,3715,0
NGTS-10 b,NGTS-10,5.799088e-06,0,4883,0
NGTS-13 b,NGTS-13,5.799088e-06,0,4885,0
NGTS-1 b,NGTS-1,5.799088e-06,0,4882,0
NGTS-16 b,NGTS-16,5.799088e-06,0,4888,0
NGTS-14 A b,NGTS-14 A,5.799088e-06,0,4886,0
NGTS-12 b,NGTS-12,5.799088e-06,0,4884,0
NGTS-15 b,NGTS-15,5.799088e-06,0,4887,0
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,5.799088e-06,0,4880,0
NGC 2682 YBP 401 b,NGC 2682 YBP 401,5.799088e-06,0,4881,0
NGTS-25 b,NGTS-25,5.799088e-06,0,4893,0
NGTS-17 b,NGTS-17,5.799088e-06,0,4889,0
NGTS-18 b,NGTS-18,5.799088e-06,0,4890,0
Kepler-118 b,Kepler-118,5.799088e-06,0,4322,0
K2-54 b,K2-54,5.799088e-06,0,4219,0
K2-53 b,K2-53,5.799088e-06,0,4218,0
K2-52 b,K2-52,5.799088e-06,0,4217,0
NGTS-9 b,NGTS-9,5.799088e-06,0,4902,0
NGTS-8 b,NGTS-8,5.799088e-06,0,4901,0
NGTS-6 b,NGTS-6,5.799088e-06,0,4900,0
NGTS-5 b,NGTS-5,5.799088e-06,0,4899,0
K2-50 b,K2-50,5.799088e-06,0,4216,0
HAT-P-55 b,HAT-P-55,5.799088e-06,0,3834,0
K2-49 b,K2-49,5.799088e-06,0,4215,0
NGTS-32 b,NGTS-32,5.799088e-06,0,4898,0
NGTS-31 b,NGTS-31,5.799088e-06,0,4897,0
K2-45 b,K2-45,5.799088e-06,0,4214,0
NGTS-3 A b,NGTS-3 A,5.799088e-06,0,4896,0
NGTS-27 b,NGTS-27,5.799088e-06,0,4895,0
NGTS-26 b,NGTS-26,5.799088e-06,0,4894,0
NGTS-24 b,NGTS-24,5.799088e-06,0,4892,0
HAT-P-59 b,HAT-P-59,5.799088e-06,0,3835,0
WASP-29 b,WASP-29,5.799088e-06,0,5354,0
NGTS-2 b,NGTS-2,5.799088e-06,0,4891,0
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,5.799088e-06,0,4879,0
K2-31 b,K2-31,5.799088e-06,0,4156,0
Kepler-1191 b,Kepler-1191,5.799088e-06,0,4323,0
K2-44 b,K2-44,5.799088e-06,0,4213,0
MASCARA-4 b,MASCARA-4,5.799088e-06,0,4877,0
MASCARA-1 b,MASCARA-1,5.799088e-06,0,4876,0
M62H b,M62H,5.799088e-06,0,4875,0
Lupus-TR-3 b,Lupus-TR-3,5.799088e-06,0,4874,0
WASP-26 b,WASP-26,5.799088e-06,0,5353,0
K2-409 b,K2-409,5.799088e-06,0,4206,0
CoRoT-14 b,CoRoT-14,5.799088e-06,0,3728,0
LTT 9779 b,LTT 9779,5.799088e-06,0,4873,0
HAT-P-61 b,HAT-P-61,5.799088e-06,0,3837,0
HAT-P-62 b,HAT-P-62,5.799088e-06,0,3838,0
HAT-P-63 b,HAT-P-63,5.799088e-06,0,3839,0
HAT-P-65 b,HAT-P-65,5.799088e-06,0,3840,0
HAT-P-66 b,HAT-P-66,5.799088e-06,0,3841,0
HAT-P-68 b,HAT-P-68,5.799088e-06,0,3842,0
HAT-P-69 b,HAT-P-69,5.799088e-06,0,3843,0
HAT-P-7 b,HAT-P-7,5.799088e-06,0,3844,0
LP 714-47 b,LP 714-47,5.799088e-06,0,4872,0
CoRoT-13 b,CoRoT-13,5.799088e-06,0,3727,0
K2-405 b,K2-405,5.799088e-06,0,4205,0
HAT-P-70 b,HAT-P-70,5.799088e-06,0,3845,0
HAT-P-8 b,HAT-P-8,5.799088e-06,0,3846,0
HAT-P-9 b,HAT-P-9,5.799088e-06,0,3847,0
K2-404 b,K2-404,5.799088e-06,0,4204,0
HATS-1 b,HATS-1,5.799088e-06,0,3848,0
HATS-10 b,HATS-10,5.799088e-06,0,3849,0
TOI-712 b,TOI-712,5.799088e-06,0,5236,0
HAT-P-60 b,HAT-P-60,5.799088e-06,0,3836,0
TOI-7041 b,TOI-7041,5.799088e-06,0,5235,0
TOI-669 b,TOI-669,5.799088e-06,0,5231,0
K2-43 c,K2-43,5.799088e-06,0,4212,0
TOI-6303 b,TOI-6303,5.799088e-06,0,5226,0
CoRoT-22 b,CoRoT-22,5.799088e-06,0,3735,0
CoRoT-21 b,CoRoT-21,5.799088e-06,0,3734,0
TOI-640 b,TOI-640,5.799088e-06,0,5227,0
TOI-6420 b,TOI-6420,5.799088e-06,0,5228,0
TOI-6448 b,TOI-6448,5.799088e-06,0,5229,0
K2-42 b,K2-42,5.799088e-06,0,4210,0
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,5.799088e-06,0,4878,0
CoRoT-20 b,CoRoT-20,5.799088e-06,0,3733,0
TOI-6651 b,TOI-6651,5.799088e-06,0,5230,0
K2-417 b,K2-417,5.799088e-06,0,4209,0
CoRoT-16 b,CoRoT-16,5.799088e-06,0,3729,0
K2-416 b,K2-416,5.799088e-06,0,4208,0
CoRoT-2 b,CoRoT-2,5.799088e-06,0,3732,0
Kepler-12 b,Kepler-12,5.799088e-06,0,4324,0
TOI-672 b,TOI-672,5.799088e-06,0,5232,0
Kepler-120 b,Kepler-120,5.799088e-06,0,4325,0
TOI-677 b,TOI-677,5.799088e-06,0,5233,0
TOI-682.01,TOI-682,5.799088e-06,0,5234,0
CoRoT-19 b,CoRoT-19,5.799088e-06,0,3731,0
Kepler-1208 b,Kepler-1208,5.799088e-06,0,4326,0
CoRoT-17 b,CoRoT-17,5.799088e-06,0,3730,0
K2-412 b,K2-412,5.799088e-06,0,4207,0
K2-43 b,K2-43,5.799088e-06,0,4211,0
K2-57 b,K2-57,5.799088e-06,0,4221,0
HAT-P-53 b,HAT-P-53,5.799088e-06,0,3833,0
DMPP-1 d,DMPP-1,5.799088e-06,0,3754,0
OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,5.799088e-06,0,4904,0
TOI-5210 b,TOI-5210,5.799088e-06,0,5189,0
TOI-5218 b,TOI-5218,5.799088e-06,0,5190,0
K2-8 c,K2-8,5.799088e-06,0,4237,0
TOI-5238 b,TOI-5238,5.799088e-06,0,5191,0
TOI-5261 b,TOI-5261,5.799088e-06,0,5192,0
K2-8 b,K2-8,5.799088e-06,0,4236,0
TOI-5301 b,TOI-5301,5.799088e-06,0,5193,0
TOI-532 b,TOI-532,5.799088e-06,0,5194,0
HAT-P-49 b,HAT-P-49,5.799088e-06,0,3829,0
TOI-5322 b,TOI-5322,5.799088e-06,0,5195,0
TOI-5340 b,TOI-5340,5.799088e-06,0,5196,0
TOI-5344 b,TOI-5344,5.799088e-06,0,5197,0
TOI-5349 b,TOI-5349,5.799088e-06,0,5198,0
TOI-5350 b,TOI-5350,5.799088e-06,0,5199,0
TOI-5386 A b,TOI-5386 A,5.799088e-06,0,5200,0
DH Tau b,DH Tau,5.799088e-06,0,3752,0
TOI-5398 b,TOI-5398,5.799088e-06,0,5201,0
TOI-5398 c,TOI-5398,5.799088e-06,0,5202,0
K2-79 b,K2-79,5.799088e-06,0,4235,0
TOI-5422 b,TOI-5422,5.799088e-06,0,5203,0
K2-77 b,K2-77,5.799088e-06,0,4234,0
K2-75 b,K2-75,5.799088e-06,0,4233,0
K2-73 b,K2-73,5.799088e-06,0,4232,0
Kepler-115 c,Kepler-115,5.799088e-06,0,4320,0
DMPP-1 c,DMPP-1,5.799088e-06,0,3753,0
DMPP-1 e,DMPP-1,5.799088e-06,0,3755,0
TOI-559 b,TOI-559,5.799088e-06,0,5205,0
TOI-5181 A b,TOI-5181 A,5.799088e-06,0,5188,0
HAT-P-45 b,HAT-P-45,5.799088e-06,0,3827,0
K2-87 b,K2-87,5.799088e-06,0,4242,0
K2-84 b,K2-84,5.799088e-06,0,4241,0
K2-83 c,K2-83,5.799088e-06,0,4240,0
HAT-P-46 b,HAT-P-46,5.799088e-06,0,3828,0
OGLE2-TR-L9 b,OGLE2-TR-L9,5.799088e-06,0,4912,0
OGLE-TR-56 b,OGLE-TR-56,5.799088e-06,0,4911,0
OGLE-TR-211 b,OGLE-TR-211,5.799088e-06,0,4910,0
OGLE-TR-182 b,OGLE-TR-182,5.799088e-06,0,4909,0
OGLE-TR-132 b,OGLE-TR-132,5.799088e-06,0,4908,0
OGLE-TR-113 b,OGLE-TR-113,5.799088e-06,0,4907,0
OGLE-TR-111 b,OGLE-TR-111,5.799088e-06,0,4906,0
OGLE-TR-10 b,OGLE-TR-10,5.799088e-06,0,4905,0
K2-83 b,K2-83,5.799088e-06,0,4239,0
TOI-5005 b,TOI-5005,5.799088e-06,0,5182,0
K2-81 b,K2-81,5.799088e-06,0,4238,0
DMPP-4 b,DMPP-4,5.799088e-06,0,3758,0
TOI-5082.01,TOI-5082,5.799088e-06,0,5183,0
TOI-5108 b,TOI-5108,5.799088e-06,0,5184,0
Kepler-1138 b,Kepler-1138,5.799088e-06,0,4319,0
DMPP-3 A b,DMPP-3 A,5.799088e-06,0,3757,0
TOI-5126 b,TOI-5126,5.799088e-06,0,5185,0
TOI-5143 c,TOI-5143,5.799088e-06,0,5186,0
DMPP-2 b,DMPP-2,5.799088e-06,0,3756,0
TOI-5174 b,TOI-5174,5.799088e-06,0,5187,0
TOI-5573 b,TOI-5573,5.799088e-06,0,5204,0
TOI-5592 b,TOI-5592,5.799088e-06,0,5206,0
TOI-628 b,TOI-628,5.799088e-06,0,5225,0
TOI-5803 b,TOI-5803,5.799088e-06,0,5214,0
TOI-5882 b,TOI-5882,5.799088e-06,0,5215,0
Kepler-1170 b,Kepler-1170,5.799088e-06,0,4321,0
CoRoT-24 c,CoRoT-24,5.799088e-06,0,3738,0
K2-61 b,K2-61,5.799088e-06,0,4226,0
TOI-6016 b,TOI-6016,5.799088e-06,0,5216,0
TOI-6029 b,TOI-6029,5.799088e-06,0,5217,0
K2-60 b,K2-60,5.799088e-06,0,4225,0
TOI-6038 A b,TOI-6038 A,5.799088e-06,0,5218,0
CoRoT-24 b,CoRoT-24,5.799088e-06,0,3737,0
WASP-3 b,WASP-3,5.799088e-06,0,5355,0
TOI-6054.01,TOI-6054,5.799088e-06,0,5219,0
TOI-6054.02,TOI-6054,5.799088e-06,0,5220,0
K2-59 c,K2-59,5.799088e-06,0,4224,0
TOI-6109 b,TOI-6109,5.799088e-06,0,5221,0
